2016
2016-07-27 12:26:14.402;802.7504
2016-07-27 12:26:14.404;825.78015
2016-07-27 12:26:14.404;786.3006
2016-07-27 12:26:14.404;783.0106
2016-07-27 12:26:14.426;756.691
2016-07-27 12:26:14.426;773.14075
2016-07-27 12:26:14.426;784.65564
2016-07-27 12:26:14.427;778.0757
2016-07-27 12:26:14.427;789.5906
2016-07-27 12:26:14.427;799.46045
2016-07-27 12:26:14.427;822.4902
2016-07-27 12:26:14.427;804.3954
2016-07-27 12:26:14.428;753.401
2016-07-27 12:26:14.428;773.14075
2016-07-27 12:26:14.428;759.9809
2016-07-27 12:26:14.428;764.91583
2016-07-27 12:26:14.428;779.7207
2016-07-27 12:26:14.475;778.0757
2016-07-27 12:26:14.475;827.4251
2016-07-27 12:26:14.475;815.9103
2016-07-27 12:26:14.475;764.91583
2016-07-27 12:26:14.475;761.6259
2016-07-27 12:26:14.476;783.0106
2016-07-27 12:26:14.476;814.26526
2016-07-27 12:26:14.476;796.1705
2016-07-27 12:26:14.476;763.2709
2016-07-27 12:26:14.504;763.2709
2016-07-27 12:26:14.504;787.94556
2016-07-27 12:26:14.505;801.1054
2016-07-27 12:26:14.506;768.2058
2016-07-27 12:26:14.507;791.23553
2016-07-27 12:26:14.507;817.55524
2016-07-27 12:26:14.507;806.04034
2016-07-27 12:26:14.539;807.68536
2016-07-27 12:26:14.539;796.1705
2016-07-27 12:26:14.539;763.2709
2016-07-27 12:26:14.540;773.14075
2016-07-27 12:26:14.540;763.2709
2016-07-27 12:26:14.540;761.6259
2016-07-27 12:26:14.540;781.36566
2016-07-27 12:26:14.540;766.56085
2016-07-27 12:26:14.540;804.3954
2016-07-27 12:26:14.541;779.7207
2016-07-27 12:26:14.541;799.46045
2016-07-27 12:26:14.541;781.36566
2016-07-27 12:26:14.541;796.1705
2016-07-27 12:26:14.541;824.13513
2016-07-27 12:26:14.541;827.4251
2016-07-27 12:26:14.549;779.7207
2016-07-27 12:26:14.621;797.8155
2016-07-27 12:26:14.621;791.23553
2016-07-27 12:26:14.621;794.5255
2016-07-27 12:26:14.621;815.9103
2016-07-27 12:26:14.622;806.04034
2016-07-27 12:26:14.622;832.36005
2016-07-27 12:26:14.622;830.7151
2016-07-27 12:26:14.622;842.2299
2016-07-27 12:26:14.623;799.46045
2016-07-27 12:26:14.623;815.9103
2016-07-27 12:26:14.623;830.7151
2016-07-27 12:26:14.623;830.7151
2016-07-27 12:26:14.623;815.9103
2016-07-27 12:26:14.624;822.4902
2016-07-27 12:26:14.624;834.005
2016-07-27 12:26:14.624;837.295
2016-07-27 12:26:14.679;822.4902
2016-07-27 12:26:14.680;796.1705
2016-07-27 12:26:14.680;801.1054
2016-07-27 12:26:14.680;801.1054
2016-07-27 12:26:14.680;827.4251
2016-07-27 12:26:14.682;827.4251
2016-07-27 12:26:14.682;817.55524
2016-07-27 12:26:14.683;817.55524
2016-07-27 12:26:14.683;843.87494
2016-07-27 12:26:14.683;842.2299
2016-07-27 12:26:14.683;838.94
2016-07-27 12:26:14.683;781.36566
2016-07-27 12:26:14.683;791.23553
2016-07-27 12:26:14.683;804.3954
2016-07-27 12:26:14.683;817.55524
2016-07-27 12:26:14.683;825.78015
